"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Call $571.00","BTO","1","$0.33","($33.03)"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Call $571.00","BTO","4","$0.33","($132.12)"
"9/25/2024","9/25/2024","9/26/2024","U","Unity Software
CUSIP: 91332U101","Sell","100","$21.34","$2,134.07"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Put $569.00","STC","1","$0.62","$61.95"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Put $569.00","STC","4","$0.56","$223.86"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Put $569.00","BTO","5","$0.40","($200.15)"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Call $570.00","STC","1","$0.34","$33.95"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Call $570.00","STC","1","$0.50","$49.95"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPY 9/25/2024 Call $570.00","BTO","2","$0.60","($120.06)"
"9/25/2024","9/25/2024","9/26/2024","IWM","IWM 9/27/2024 Call $218.00","BTO","1","$1.76","($176.03)"
"9/25/2024","9/25/2024","9/26/2024","OSCR","Oscar Health
CUSIP: 687793109","Buy","25","$21.41","($535.24)"
"9/25/2024","9/25/2024","9/26/2024","SHOP","SHOP 10/18/2024 Call $80.00","BTO","2","$2.87","($574.06)"
"9/25/2024","9/25/2024","9/26/2024","NVDA","NVDA 10/4/2024 Call $123.00","STC","1","$3.85","$384.94"
"9/25/2024","9/25/2024","9/26/2024","TSLA","TSLA 9/27/2024 Call $255.00","STC","1","$4.00","$399.94"
"9/25/2024","9/25/2024","9/26/2024","TSLA","TSLA 9/27/2024 Call $255.00","BTO","1","$4.45","($445.03)"
"9/25/2024","9/25/2024","9/26/2024","NVDA","NVDA 10/4/2024 Call $123.00","BTO","1","$3.95","($395.03)"
"9/25/2024","9/25/2024","9/26/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","10","$30.44","($304.42)"
"9/25/2024","9/25/2024","9/26/2024","BAC","Bank of America
CUSIP: 060505104","Buy","5","$39.20","($195.98)"
"9/25/2024","9/25/2024","9/26/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","1","$484.76","($484.76)"
"9/25/2024","9/25/2024","9/26/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","1","$570.99","($570.99)"
"9/25/2024","9/25/2024","9/26/2024","AMZN","Amazon
CUSIP: 023135106","Buy","10","$193.46","($1,934.60)"
"9/25/2024","9/25/2024","9/26/2024","TSLA","Tesla
CUSIP: 88160R101","Buy","30","$253.59","($7,607.70)"
"9/24/2024","9/24/2024","9/25/2024","U","Unity Software
CUSIP: 91332U101","Buy","100","$22.50","($2,249.95)"
"9/24/2024","9/24/2024","9/25/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$22.51","($225.09)"
"9/24/2024","9/24/2024","9/25/2024","SPY","SPY 9/24/2024 Put $569.00","STC","3","$0.59","$176.89"
"9/24/2024","9/24/2024","9/25/2024","SPY","SPY 9/24/2024 Put $569.00","BTO","3","$0.70","($210.09)"
"9/24/2024","9/24/2024","9/25/2024","ASTH","Astrana Health Inc.
CUSIP: 03763A207","Buy","5","$56.05","($280.27)"
"9/24/2024","9/24/2024","9/25/2024","OSCR","Oscar Health
CUSIP: 687793109","Buy","5","$21.99","($109.95)"
"9/24/2024","9/24/2024","9/25/2024","BA","Boeing
CUSIP: 097023105","Buy","5","$154.38","($771.89)"
"9/24/2024","9/24/2024","9/25/2024","SQ","SQ 9/27/2024 Put $62.00","BTC","1","$0.10","($10.03)"
"9/24/2024","9/24/2024","9/25/2024","TSLA","TSLA 9/27/2024 Put $232.50","BTC","1","$0.69","($69.03)"
"9/24/2024","9/24/2024","9/25/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","10","$29.64","($296.40)"
"9/24/2024","9/24/2024","9/25/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","50","$29.90","($1,494.75)"
"9/24/2024","9/24/2024","9/25/2024","AMZN","Amazon
CUSIP: 023135106","Sell","100","$192.90","$19,289.94"
"9/24/2024","9/24/2024","9/25/2024","BABA","Alibaba
CUSIP: 01609W102","Sell","50","$95.66","$4,782.63"
"9/23/2024","9/23/2024","9/24/2024","BA","Boeing
CUSIP: 097023105","Buy","20","$156.38","($3,127.60)"
"9/23/2024","9/23/2024","9/24/2024","AMZN","Amazon
CUSIP: 023135106","Buy","100","$193.52","($19,352.00)"
"9/23/2024","9/23/2024","9/24/2024","MU","Micron Technology
CUSIP: 595112103","Buy","50","$93.66","($4,683.00)"
"9/23/2024","9/23/2024","9/24/2024","SHOP","Shopify
CUSIP: 82509L107","Sell","50","$80.33","$4,016.43"
"9/23/2024","9/23/2024","9/24/2024","NET","Cloudflare
CUSIP: 18915M107","Sell","100","$84.95","$8,494.74"
"9/23/2024","9/23/2024","9/24/2024","BABA","Alibaba
CUSIP: 01609W102","Sell","50","$89.96","$4,497.66"
"9/23/2024","9/23/2024","9/24/2024","GOOG","Alphabet Class C
CUSIP: 02079K107","Buy","3","$163.80","($491.40)"
"9/23/2024","9/23/2024","9/24/2024","NET","Cloudflare
CUSIP: 18915M107","Buy","9","$85.35","($768.15)"
"9/23/2024","9/23/2024","9/24/2024","NET","Cloudflare
CUSIP: 18915M107","Buy","91","$85.35","($7,766.84)"
"9/23/2024","9/23/2024","9/24/2024","TSLA","TSLA 9/27/2024 Put $232.50","STO","1","$1.03","$102.95"
"9/23/2024","9/23/2024","9/24/2024","HOOD","HOOD 9/27/2024 Put $22.00","STO","1","$0.14","$13.95"
"9/23/2024","9/23/2024","9/24/2024","HOOD","HOOD 9/27/2024 Put $22.00","STO","1","$0.14","$13.95"
"9/23/2024","9/23/2024","9/24/2024","OSCR","Oscar Health
CUSIP: 687793109","Buy","5","$22.45","($112.25)"
"9/23/2024","9/23/2024","9/24/2024","ASTH","Astrana Health Inc.
CUSIP: 03763A207","Buy","2","$56.96","($113.91)"
"9/23/2024","9/23/2024","9/24/2024","BABA","Alibaba
CUSIP: 01609W102","Buy","100","$90.37","($9,036.99)"
"9/23/2024","9/23/2024","9/24/2024","SHOP","Shopify
CUSIP: 82509L107","Sell","100","$79.12","$7,911.76"
"9/23/2024","9/23/2024","9/24/2024","SHOP","Shopify
CUSIP: 82509L107","Sell","100","$79.12","$7,911.76"
"9/23/2024","9/23/2024","9/24/2024","OSCR","Oscar Health
CUSIP: 687793109","Buy","20","$22.88","($457.55)"
"9/23/2024","9/23/2024","9/24/2024","BAC","Bank of America
CUSIP: 060505104","Buy","10","$40.27","($402.70)"
"9/23/2024","9/23/2024","9/24/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$23.14","($231.39)"
"9/23/2024","9/23/2024","9/24/2024","SHOP","Shopify
CUSIP: 82509L107","Buy","300","$79.12","($23,734.50)"
"9/23/2024","9/23/2024","9/24/2024","AMZN","AMZN 9/27/2024 Put $175.00","BTC","1","$0.09","($9.03)"
"9/23/2024","9/23/2024","9/24/2024","HOOD","HOOD 9/27/2024 Put $20.00","BTC","1","$0.04","($4.03)"
"9/23/2024","9/23/2024","9/24/2024","HOOD","HOOD 9/27/2024 Put $20.00","BTC","1","$0.04","($4.03)"
"9/23/2024","9/23/2024","9/24/2024","HOOD","HOOD 9/27/2024 Put $20.00","BTC","1","$0.04","($4.03)"
"9/23/2024","9/23/2024","9/24/2024","ASTH","Astrana Health Inc.
CUSIP: 03763A207","Buy","2","$57.08","($114.16)"
"9/23/2024","9/23/2024","9/24/2024","OSCR","Oscar Health
CUSIP: 687793109","Buy","5","$23.13","($115.65)"
"9/23/2024","9/23/2024","9/24/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","10","$22.92","($229.20)"
"9/23/2024","9/23/2024","9/24/2024","BAC","Bank of America
CUSIP: 060505104","Buy","1","$40.51","($40.51)"
"9/20/2024","9/20/2024","9/23/2024","AMZN","AMZN 9/27/2024 Put $175.00","STO","1","$0.16","$15.95"
"9/20/2024","9/20/2024","9/23/2024","SPY","SPY 9/20/2024 Call $567.00","STC","1","$1.69","$168.95"
"9/20/2024","9/20/2024","9/23/2024","SPY","SPY 9/20/2024 Call $567.00","BTO","1","$1.58","($158.03)"
"9/20/2024","9/20/2024","9/23/2024","SQ","SQ 9/27/2024 Put $62.00","STO","1","$0.22","$21.95"
"9/20/2024","9/20/2024","9/23/2024","HOOD","HOOD 9/27/2024 Put $20.00","STO","3","$0.05","$14.89"
"9/20/2024","9/20/2024","9/23/2024","COIN","COIN 9/27/2024 Put $149.00","STO","1","$0.74","$73.95"
"9/20/2024","9/20/2024","9/20/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Sell","1","$484.36","$484.36"
"9/19/2024","9/19/2024","9/20/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Sell","1","$570.76","$570.74"
"9/19/2024","9/19/2024","9/20/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Sell","300","$31.74","$9,521.83"
"9/19/2024","9/19/2024","9/20/2024","TLT","iShares 20+ Year Treasury Bond ETF
CUSIP: 464287432","Sell","201.916565","$98.96","$19,981.88"
"9/19/2024","9/19/2024","9/20/2024","O","Realty Income
CUSIP: 756109104","Sell","306.313819","$60.58","$18,557.45"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","1","$1.30","$129.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","71","$1.30","$9,227.41"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","18","$1.30","$2,339.34"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","10","$1.30","$1,299.63"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","BTO","49","$1.43","($7,008.47)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","BTO","51","$1.43","($7,294.53)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","50","$1.28","$6,398.18"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","1","$1.32","$131.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","2","$1.32","$263.92"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","1","$1.32","$131.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","22","$1.32","$2,903.19"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","2","$1.32","$263.92"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","STC","22","$1.32","$2,903.19"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","BTO","58","$1.57","($9,107.74)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $485.00","BTO","42","$1.57","($6,595.26)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","10","$1.21","$1,209.63"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","8","$1.21","$967.71"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","8","$1.21","$967.71"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","10","$1.04","$1,039.64"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","7","$1.04","$727.74"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","STC","7","$1.04","$727.74"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","BTO","5","$1.11","($555.15)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","BTO","22","$1.11","($2,442.66)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $484.00","BTO","23","$1.11","($2,553.69)"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","5","$0.29","$144.83"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","1","$0.29","$28.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","18","$0.29","$521.39"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","5","$0.29","$144.83"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","5","$0.29","$144.83"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","5","$0.30","$149.83"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","10","$0.29","$289.66"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","1","$0.29","$28.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","18","$0.29","$521.39"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","5","$0.29","$144.83"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","1","$0.44","$43.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","STC","1","$0.49","$48.95"
"9/19/2024","9/19/2024","9/20/2024","QQQ","QQQ 9/19/2024 Put $480.00","BTO","75","$0.49","($3,677.25)"
"9/19/2024","9/19/2024","9/20/2024","META","META 9/27/2024 Put $535.00","STC","1","$4.70","$469.94"
"9/19/2024","9/19/2024","9/20/2024","SPY","SPY 9/19/2024 Put $568.00","STC","4","$1.51","$603.85"
"9/19/2024","9/19/2024","9/20/2024","SPY","SPY 9/19/2024 Put $568.00","STC","5","$1.51","$754.81"
"9/19/2024","9/19/2024","9/20/2024","SPY","SPY 9/19/2024 Put $568.00","STC","1","$1.51","$150.95"
"9/19/2024","9/19/2024","9/20/2024","SPY","SPY 9/19/2024 Put $568.00","BTO","10","$1.52","($1,520.30)"
"9/19/2024","9/19/2024","9/20/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","0.512696","$54.36","$27.87"
"9/19/2024","9/19/2024","9/20/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Sell","715","$54.36","$38,866.55"
"9/18/2024","9/18/2024","9/19/2024","TLT","Option Expiration for TLT 9/18/2024 Call $103.00","OEXP","1S","",""
"9/18/2024","9/18/2024","9/19/2024","META","META 9/27/2024 Put $535.00","BTO","1","$9.15","($915.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/30/2024 Put $565.00","STC","4","$6.69","$2,675.79"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/30/2024 Put $565.00","STC","1","$6.69","$668.94"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/30/2024 Put $565.00","BTO","5","$5.87","($2,935.15)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","1","$3.35","$334.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","1","$3.37","$336.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","4","$3.52","$1,407.83"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","15","$3.52","$5,279.36"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","5","$3.52","$1,759.79"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","13","$3.47","$4,510.44"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","5","$3.47","$1,734.79"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","1","$3.47","$346.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","STC","5","$3.47","$1,734.79"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","BTO","15","$2.97","($4,455.45)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","BTO","5","$2.96","($1,480.15)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Put $565.00","BTO","30","$2.97","($8,910.90)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Call $567.00","STC","23","$2.15","$4,944.11"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Call $567.00","STC","1","$2.13","$212.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Call $567.00","BTO","23","$2.91","($6,693.69)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/19/2024 Call $567.00","BTO","1","$2.91","($291.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/20/2024 Call $572.00","STC","5","$0.77","$384.82"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/20/2024 Call $572.00","STC","5","$0.77","$384.82"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/20/2024 Call $572.00","BTO","10","$0.78","($780.30)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/30/2024 Put $567.00","STC","5","$6.13","$3,064.75"
"9/18/2024","9/18/2024","9/19/2024","COIN","COIN 9/20/2024 Put $150.00","BTC","1","$0.64","($64.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $566.00","STC","24","$2.27","$5,447.05"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $566.00","BTO","13","$2.27","($2,951.39)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $566.00","BTO","11","$2.27","($2,497.33)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/30/2024 Put $567.00","BTO","5","$5.77","($2,885.15)"
"9/18/2024","9/18/2024","9/19/2024","QQQ","QQQ 9/18/2024 Put $474.00","STC","1","$3.15","$314.95"
"9/18/2024","9/18/2024","9/19/2024","QQQ","QQQ 9/18/2024 Put $474.00","BTO","1","$3.10","($310.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Call $564.00","STC","1","$2.82","$281.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Call $564.00","BTO","1","$2.67","($267.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","STC","2","$2.62","$523.91"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","BTO","1","$2.68","($268.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","BTO","1","$2.62","($262.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Call $564.00","STC","1","$2.54","$253.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Call $564.00","BTO","1","$2.64","($264.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Call $564.00","STC","1","$2.59","$258.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Call $564.00","BTO","1","$2.61","($261.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","STC","1","$2.59","$258.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","BTO","1","$2.60","($260.03)"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","STC","1","$2.58","$257.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $563.00","BTO","1","$2.62","($262.03)"
"9/18/2024","9/18/2024","9/19/2024","GOOGL","GOOGL 9/20/2024 Put $150.00","BTC","1","$0.13","($13.03)"
"9/18/2024","9/18/2024","9/19/2024","TSLA","TSLA 9/20/2024 Put $205.00","BTC","1","$0.26","($26.03)"
"9/18/2024","9/18/2024","9/19/2024","TSLA","TSLA 9/20/2024 Put $205.00","STO","1","$0.25","$24.95"
"9/18/2024","9/18/2024","9/19/2024","GOOGL","GOOGL 9/20/2024 Put $150.00","STO","1","$0.09","$8.95"
"9/18/2024","9/18/2024","9/19/2024","COIN","COIN 9/20/2024 Put $150.00","STO","1","$0.60","$59.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $562.00","STC","1","$2.50","$249.95"
"9/18/2024","9/18/2024","9/19/2024","SPY","SPY 9/18/2024 Put $562.00","BTO","1","$2.64","($264.03)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","1","$561.92","($561.92)"
"9/17/2024","9/17/2024","9/18/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","1","$472.78","($472.78)"
"9/17/2024","9/17/2024","9/18/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Sell","27","$473.55","$12,785.50"
"9/17/2024","9/17/2024","9/18/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Sell","0.011348","$473.52","$5.37"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Sell","29","$563.22","$16,333.04"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Sell","0.009604","$563.23","$5.41"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $566.00","STC","2","$0.21","$41.92"
"9/17/2024","9/17/2024","9/18/2024","PFE","Pfizer
CUSIP: 717081103","Sell","2030.717821","$29.85","$60,621.19"
"9/17/2024","9/17/2024","9/18/2024","COIN","Coinbase
CUSIP: 19260Q107","Sell","200","$164.88","$32,974.05"
"9/17/2024","9/17/2024","9/18/2024","COIN","COIN 9/20/2024 Call $177.50","BTC","2","$1.25","($250.06)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $564.00","STC","2","$0.91","$181.92"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","5","$1.48","$739.81"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","1","$1.48","$147.95"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","50","$1.41","$7,048.16"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","1","$1.38","$137.95"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","23","$1.37","$3,150.16"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","24","$1.45","$3,479.11"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","1","$1.56","($156.03)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","52","$1.56","($8,113.56)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","5","$1.56","($780.15)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","37","$1.56","($5,773.11)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","5","$1.56","($780.15)"
"9/17/2024","9/17/2024","9/18/2024","BA","Boeing
CUSIP: 097023105","Sell","100","$156.39","$15,638.54"
"9/17/2024","9/17/2024","9/18/2024","SQ","Block
CUSIP: 852234103","Sell","200","$67.28","$13,454.59"
"9/17/2024","9/17/2024","9/18/2024","SQ","SQ 9/20/2024 Call $70.00","BTC","2","$0.49","($98.06)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","24","$1.33","$3,191.12"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","14","$1.35","$1,889.48"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","10","$1.35","$1,349.63"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","24","$1.44","$3,455.11"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","24","$1.52","$3,647.10"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","13","$1.25","($1,625.39)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","1","$1.25","($125.03)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","40","$1.25","($5,001.20)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","13","$1.25","($1,625.39)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","13","$1.25","($1,625.39)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","13","$1.25","($1,625.39)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","BTO","7","$1.25","($875.21)"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","10","$1.22","$1,219.63"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","10","$1.22","$1,219.63"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $563.00","STC","30","$1.21","$3,628.91"
"9/17/2024","9/17/2024","9/18/2024","SPY","SPY 9/17/2024 Call $564.00","STC","24","$0.86","$2,063.15"
